curp ,idSucursal ,rfc ,nss,fechaNacimiento,fechadeIngreso,salario,antiguedad,edad
940967198505054197,38,4350130507630,884030554,1995/05/28,2022/03/13,2461.0,2021/09/24,35
586983208984793472,23,9017763041321,158459562,1993/03/06,2016/01/01,2244.2,2021/12/13,23
422865904109161008,10,6400137366090,145374828,1986/08/12,2017/10/04,5200.3,2021/07/16,33
530246997063636244,58,5704143849542,244481655,1991/06/15,2017/06/13,3545.5,2021/06/29,20
485867995763630622,60,0907331865077,843174163,1983/06/15,2016/10/19,2306.5,2022/04/17,27
844947889789870542,21,2299028280209,859068590,2000/05/19,2017/07/25,3686.1,2022/05/16,20
163690624887770468,29,5735742614102,523084469,1995/03/26,2017/03/03,2805.4,2022/05/19,30
150096743504393986,8,5930296731613,122043137,1987/05/11,2017/07/30,3570.3,2021/11/16,38
005494862998403043,65,4221097811009,322449995,1982/02/26,2016/06/10,5735.2,2022/05/16,41
765883832882726094,31,4988568074640,278267467,1985/02/04,2020/11/07,5115.4,2022/05/01,21
526160914361343199,18,7106310114652,925451355,1980/04/29,2019/03/09,3343.5,2022/02/12,40
867396764186320061,12,5739179500730,508978524,1985/07/21,2019/12/18,4862.5,2022/06/12,41
366494165214639779,26,9571157705160,141134890,1984/11/23,2016/08/02,2239.9,2022/03/24,33
416826962428290542,50,0293752812753,974131146,1980/01/02,2018/11/05,2875.8,2021/10/04,26
951644120090119849,39,3468859794981,438904955,1990/10/14,2018/07/29,3030.9,2021/06/19,37
435587128064558273,26,7293800714987,947703495,1988/04/03,2021/09/27,3111.8,2021/08/30,25
964151789579166208,37,2568584677954,580879871,1984/04/26,2019/01/27,5927.1,2021/11/16,38
577058439484482675,15,2037686462353,550134669,1997/04/15,2016/10/24,5564.8,2022/02/14,34
316042985355677755,67,4288172400717,022023381,1991/04/29,2017/06/23,5626.8,2021/07/10,35
972526054940503927,16,6915804122034,749514090,1985/03/14,2021/06/29,2244.1,2021/11/27,39
652620827167509798,23,6123391116258,222362337,2000/01/26,2020/01/17,2584.3,2021/06/27,23
238878560001969271,43,5808309576423,411884280,1986/10/23,2021/12/16,4612.2,2022/04/11,42
804503200423980015,46,8990148025404,592947769,1997/07/15,2022/04/30,5253.9,2021/11/09,20
979559013084354451,62,5778759930248,055492493,1995/10/06,2022/04/22,4196.7,2022/05/09,40
244835491508332730,43,6429200743794,066035534,1992/10/23,2021/09/06,2128.9,2021/08/02,41
435775685410577910,36,1990703673659,163916074,1994/09/14,2019/07/25,5054.2,2022/03/26,23
643920630151934534,2,2608186441006,453257936,2002/02/26,2016/03/03,3999.4,2021/11/15,32
795622989095958465,7,8596796558659,173498802,1988/06/10,2021/03/11,2201.5,2021/10/15,30
479858714395025036,7,1818231683322,354123571,1989/06/05,2019/08/18,2487.5,2021/10/04,26
104427026468697871,68,8707957276964,332758150,1981/11/15,2016/10/23,3441.1,2021/12/09,36
932793228725812902,31,9316528292360,911207070,1998/06/24,2017/01/19,4264.1,2021/08/21,27
459770649411923468,12,7865575341748,111573131,2003/01/11,2021/04/20,4371.4,2022/05/23,22
727812306173037895,4,4827270247127,477580695,1981/01/29,2020/11/25,2737.1,2021/07/12,27
011815634042638291,18,1991153313720,536774082,1980/05/31,2020/11/26,5068.6,2021/11/19,28
987697570114552827,14,7241028308906,785606872,1991/07/13,2016/12/04,4249.9,2022/02/02,22
431746167051766574,52,1489416853899,261146071,1994/11/01,2019/12/12,4114.6,2021/08/16,27
536506006327210639,65,2106121423336,157289567,1987/03/05,2016/09/10,5850.8,2021/09/18,34
691935241577306254,52,4075454286534,841537674,1991/10/03,2017/01/27,4015.3,2022/06/11,38
919698190546501377,7,2053750675485,109704023,1986/09/30,2016/10/10,4682.2,2021/12/15,24
553542319052769060,8,2694259108925,439288786,1995/07/02,2021/10/07,2619.8,2022/03/17,28
500826028967532354,67,7122538457043,721264757,1986/02/06,2016/07/01,4546.1,2021/10/28,41
889410287887331519,21,7851450948361,077303963,1988/03/30,2019/07/06,5150.5,2021/10/03,20
120766223163400867,20,2275731257459,426656420,1995/11/27,2021/06/30,2116.9,2021/10/13,26
413878569614302321,48,2253177523214,121447385,1996/11/18,2021/12/14,5948.8,2021/09/14,36
779001356593646870,24,4390652790034,090594078,1994/03/24,2021/01/09,5091.2,2021/12/23,34
545363859040126048,44,7261051714401,262117914,1992/12/05,2020/11/02,5149.0,2022/02/19,41
856856066761797068,27,5001113954539,464370918,1990/09/22,2019/10/14,4127.6,2021/07/11,28
230839625084654904,11,6337655697434,505883822,2001/11/05,2016/08/23,4151.7,2021/12/10,30
839956795086307777,60,0800238254671,445951335,2001/02/15,2017/06/26,2755.9,2022/05/29,24
747976233270247078,11,1610783616818,580131647,1996/09/05,2021/10/03,5074.2,2021/07/13,23
715502718587934677,60,3602044470292,924517162,1984/06/19,2017/05/25,3592.1,2021/09/06,28
999378941385602238,26,6693944908291,236508698,1984/04/29,2016/05/03,4369.7,2022/03/15,25
970191109480741679,36,8205200821403,784922927,1985/10/06,2021/06/28,4136.3,2021/10/16,24
296756155913317510,7,8268313006402,393289065,1991/10/20,2022/06/02,3909.3,2022/02/15,35
170453802783086028,49,1401908670396,037717615,1999/04/22,2020/04/23,5624.4,2021/10/28,36
872536408402111811,23,0309507051820,634964769,2002/05/09,2017/09/28,4611.0,2021/12/04,41
714548180148833725,15,4324076739841,059015414,1991/10/09,2020/10/24,3024.0,2022/02/21,32
892459731596800434,11,5463080478758,211214586,1982/01/30,2017/07/20,3260.1,2022/01/16,22
000392493218595027,42,6115764337810,414422875,1986/04/20,2017/06/23,2124.3,2021/07/28,32
637518558733093590,65,3987132794258,668539379,1991/02/21,2021/12/08,2355.8,2022/06/03,35
585245478433659764,38,9619008557228,254353700,1983/02/12,2020/02/18,5696.6,2021/06/17,39
850012755790280876,52,8694695450426,547847569,1992/01/02,2020/05/13,3919.7,2022/01/01,27
791262474192821616,13,9410963729015,598897845,1992/04/28,2019/12/23,5795.9,2021/10/06,38
914669767101827097,2,0851278326992,409384679,1985/06/15,2018/06/04,5534.7,2021/07/07,27
737248022045326274,49,9547001525020,138999682,1988/07/12,2021/06/17,2481.9,2021/07/02,38
465773151057709435,18,9163868412867,816762509,1988/06/18,2016/08/24,2634.9,2022/03/16,25
079300940191212332,43,9953363090261,350954515,1996/10/11,2019/12/14,4072.5,2021/09/10,39
070307453181822437,18,3561302033931,083967711,1991/11/23,2018/03/15,3847.3,2022/03/28,30
887616506246288839,61,2887048768532,546642941,1999/03/15,2022/04/11,5831.9,2021/10/16,23
359246751782826139,17,0345017046865,645966651,1991/02/21,2021/01/19,3656.1,2022/03/08,23
780446877536053717,30,1934190952197,485021541,1983/10/05,2017/08/08,3232.3,2021/07/18,31
287945360620028857,60,7577058602075,403903804,1988/01/17,2020/10/25,4484.3,2022/05/02,21
894808064101931649,38,2338189615041,784869410,1995/01/01,2021/03/30,4983.6,2021/08/01,23
933906987864398818,51,0612668951563,895174487,1981/11/01,2017/07/25,5286.6,2022/06/11,31
014188798190435268,2,0209551799105,821390620,1994/12/10,2018/07/19,3091.3,2021/12/06,24
941096190717411302,40,1786852982131,415324692,1990/04/16,2017/08/07,2444.5,2021/07/11,31
227899755678922799,47,3066401971944,497604987,1996/08/10,2017/10/13,4027.3,2022/05/23,25
861946698398729966,12,5843746161362,356203538,1988/08/28,2016/05/23,2779.0,2022/06/05,22
015192901671160578,12,2699778942737,596690147,1992/03/10,2016/05/29,5335.3,2021/08/08,21
571689244185813031,21,3118205820334,807614780,1999/09/26,2016/12/13,5033.0,2022/01/20,31
038109588937917918,35,1067188973068,200066081,1989/11/20,2016/03/09,3251.8,2021/10/12,25
817267828169406241,45,6300744252452,787825664,1998/03/16,2018/09/17,5105.6,2022/05/31,34
345100046693505455,67,3722652898124,235949539,1986/01/10,2021/04/24,2182.1,2022/05/03,40
571339425864150343,27,6816900218157,102499418,1994/06/11,2019/03/30,5264.9,2022/02/06,25
948984396011975092,31,8069664997851,991703132,2003/04/16,2021/10/18,3726.0,2022/02/03,29
255323287698267945,36,2303814293331,530067539,1995/04/20,2020/04/13,5167.4,2021/12/02,37
948522101858039571,35,5305416706394,562012592,1990/03/31,2018/10/28,2030.5,2021/09/17,23
250123058192521076,63,3356305671795,182680189,2000/04/29,2022/03/22,2536.0,2022/03/08,27
849823306364628876,62,4506523389522,076839061,2000/04/14,2018/10/02,2877.8,2022/04/27,22
328231003827728506,11,9850589045603,673137660,1984/06/07,2021/12/30,4135.3,2022/05/30,31
025253821443662134,24,7315263215360,567044105,1985/03/28,2020/05/31,3596.0,2021/11/04,28
211242428681606886,27,2127124370739,776267596,1983/12/17,2019/10/15,2691.4,2021/10/10,31
846662707194959124,20,3496521046888,956691266,1986/04/21,2020/10/30,4699.0,2021/09/10,31
336226167352210595,62,5158671868288,888880066,2002/06/19,2016/10/02,5309.0,2021/09/10,20
315713856742637774,39,9417399139040,082714011,1991/07/09,2020/02/19,4180.1,2021/10/15,34
519340403810055134,8,1718741195828,776328880,1980/03/11,2016/10/07,2930.7,2021/11/19,31
640945320564247901,6,3732811668877,281969419,1982/10/09,2017/05/14,5060.0,2021/10/04,41
240011517512891669,65,9288293576688,178210762,1994/09/26,2021/03/25,2770.6,2021/07/08,31
582561961003489441,68,1255871801058,114136856,1993/05/17,2021/08/16,5650.7,2022/02/16,21
198794452224914492,32,5394950372134,520479130,2000/11/11,2021/12/25,3590.5,2022/03/06,38
147037634412055735,42,7422878912039,749859733,1981/07/13,2019/10/17,5779.3,2022/02/10,29
261788721535389354,63,4583704257155,439760563,2001/09/05,2018/11/12,3837.7,2022/04/04,32
279694054288794771,4,6034873291478,416335063,1996/01/28,2022/04/27,2232.5,2022/01/15,28
515153471678287297,26,5398421746990,158882244,1992/08/24,2019/10/10,5713.2,2022/01/31,40
768342892972580094,40,2998332248476,298335056,1987/09/27,2016/03/25,4209.6,2021/11/21,42
726487026289026715,50,7899413307815,482829388,1989/07/02,2021/09/25,5982.4,2021/10/29,27
197514555507175483,37,8600335423100,842585669,1998/07/26,2018/09/26,5612.5,2022/03/16,23
797208527962642841,11,2130242314183,797637660,1987/10/22,2020/09/07,5928.9,2022/06/08,39
290354213996363787,57,8136112323103,231331288,1986/10/31,2021/11/22,5554.2,2022/05/11,27
305159254699311031,60,3511157168761,838154908,1994/09/10,2018/02/04,3715.5,2021/09/01,32
884196508857184821,43,6728501367319,084050010,1993/06/05,2019/04/15,4017.4,2021/07/07,35
789839210880016730,25,3455491235374,966187321,1995/12/04,2018/10/27,4696.2,2021/12/09,41
794284295151902024,28,5153865988632,766641238,1997/10/23,2017/03/06,2043.3,2022/03/10,23
341232128723366260,49,2006817447848,374847774,1984/11/04,2019/09/11,4701.5,2022/03/29,29
221016608523649137,27,2584375276185,635537661,1996/03/18,2022/01/22,2474.7,2022/04/23,32
162772872664724971,7,2363623863665,421090562,1985/06/16,2021/09/23,4510.2,2021/12/09,34
608589824973896672,38,1823199524122,039607713,1993/01/08,2019/08/23,4872.5,2022/04/24,37
703147146611863821,7,9304677180358,463643053,1998/09/28,2022/01/02,5161.5,2022/06/03,31
966056589738992359,18,5691867469237,423020552,1992/01/03,2021/12/19,3822.1,2022/03/24,31
273430676210954421,20,6847046496476,497319798,1994/01/04,2021/08/17,3568.5,2022/04/05,24
640126744142405208,67,3747711679800,370894002,1986/05/02,2020/11/25,2240.5,2022/05/01,38
841780289728886342,51,7277452071379,630362358,1994/06/06,2021/12/07,4494.8,2021/10/17,30
837402832392396529,29,9016037850423,037790255,1985/03/21,2019/01/20,5431.6,2021/12/03,23
227030176204759030,13,0893414731296,010497265,1991/07/03,2019/11/06,4933.7,2021/06/18,25
054809080358954764,3,3588839880179,724731143,1996/08/22,2019/04/30,4552.6,2022/05/08,30
887408559682714132,52,4741045027015,447468948,2002/10/04,2016/09/23,2231.9,2022/03/31,38
292920569497657776,27,6304601557962,321402690,1998/06/25,2017/12/19,2781.3,2022/03/26,20
872919716518295024,27,3115338439678,209921395,1999/12/06,2019/07/09,2010.8,2022/03/04,21
937065611531300132,37,7355439210170,045386579,1980/04/16,2016/02/09,5371.3,2022/02/26,24
104309255549835950,47,6805450603222,074918943,1989/03/31,2021/06/07,4280.8,2021/09/07,22
419507783858607009,17,1283811879011,628622776,1994/10/04,2019/07/26,4240.7,2021/10/17,28
914404928092977276,46,7130645313231,594097698,1984/03/11,2021/06/25,4873.0,2021/11/05,39
292738301527517118,32,2251482079778,402740415,1984/08/01,2019/06/10,3054.4,2022/01/04,35
351912357873224340,39,2560163941303,045377820,1984/01/30,2020/06/22,5796.5,2021/10/25,41
683939110444293668,47,6372649305465,976542337,1991/08/22,2020/09/21,2374.1,2022/03/26,30
383231070327873030,21,2174093580743,113896754,1993/03/06,2018/12/25,4948.2,2022/04/09,29
290882793120175214,44,1779491994344,658468834,1990/08/25,2018/06/13,4156.8,2021/07/10,35
855604394257998520,1,0968510497751,792311559,2002/07/20,2017/05/17,5576.6,2022/05/12,41
775026241915439556,44,6987535671824,835939965,1983/05/08,2018/10/30,5182.2,2021/09/07,33
634944881027430271,47,3501444193072,855134595,1982/11/05,2018/06/11,4790.5,2022/04/25,36
686179025904917575,60,8162097018352,840519661,1991/07/14,2016/10/04,3259.8,2021/10/20,41
685675301294750319,37,9054319469247,595786288,1991/03/28,2018/06/11,3773.4,2021/07/07,41
049130551348779216,23,6505909855828,579228390,1995/03/31,2016/04/13,5099.9,2021/07/18,22
411535227027748759,56,5150249528781,487369390,1984/04/22,2022/03/05,5422.6,2021/11/17,30
243056697636846813,28,1013077588927,652259390,1985/01/16,2018/02/09,3320.0,2022/04/16,33
852211053632276655,2,4055665905040,660049443,1982/10/20,2017/02/24,4621.1,2021/06/26,32
634238512014178451,21,6694486342022,188419378,2001/05/21,2021/07/07,2843.9,2022/05/07,26
879595620723544152,16,5126714530042,100904743,1992/04/24,2016/02/27,2283.6,2022/01/19,34
835797141706966616,8,5145489099439,822387949,1989/02/23,2022/01/28,5963.1,2021/09/29,34
686383788377348727,40,1026368220167,045375798,1994/10/19,2022/05/04,2836.0,2021/08/21,24
697084409494523219,61,5176447687473,967444129,1996/12/16,2018/01/06,4526.3,2022/04/29,32
151378697069077187,14,5661508261553,926568517,1987/06/21,2019/10/01,4114.0,2021/12/01,26
602305570950821074,51,8790087109411,780169885,2003/03/05,2020/09/23,3844.4,2022/03/26,28
399731420033338491,62,8532103906506,400943919,1988/12/16,2021/07/07,4900.2,2022/02/24,36
343063361782000030,35,6296636495527,033802290,1994/02/13,2018/05/06,4775.3,2021/12/02,20
723656863878882568,54,0629030187867,918862811,1993/01/26,2021/07/25,2923.4,2021/10/24,34
774965537466965168,33,8846479036876,867038640,1997/10/27,2018/03/04,3833.3,2021/09/10,31
262966687344355493,16,8355096085284,891316879,1985/12/26,2017/07/03,3808.1,2022/06/06,31
285435702359884609,64,3267299659424,147227070,1987/10/18,2017/03/15,5078.8,2021/08/31,24
193391549744311389,8,9925337684015,277747838,1993/04/03,2018/03/06,2876.1,2022/04/03,30
258206177702306421,24,9487306334899,478072027,1985/10/15,2016/09/09,4981.3,2022/01/30,42
233362769164260053,22,0540578209011,225466556,1999/08/14,2020/07/06,4328.3,2022/01/23,33
304705534922334111,64,3795457146218,768565336,1993/01/28,2017/02/04,3361.4,2021/11/12,25
489575536080727153,17,8282248430703,224512395,2002/11/29,2022/03/21,2361.0,2022/02/23,35
832249376986972891,21,3608656956066,712915663,1994/07/09,2017/02/07,5430.8,2021/10/26,20
194000007096593294,34,0861577541798,856576987,2003/11/07,2016/08/22,5919.5,2022/02/10,27
718981193994334381,39,5116697701046,669273576,1996/02/07,2020/02/10,4566.9,2022/05/02,28
984361092537420004,8,8305155538215,531543932,1980/10/08,2021/08/04,3500.5,2021/08/29,27
098117417231176074,31,2739197734377,637154608,1984/05/05,2021/06/06,2178.9,2021/08/02,34
746144280744998832,14,9994918194333,273956494,1982/01/13,2021/10/31,4407.4,2021/08/25,20
304312135391360484,46,6849520145023,970567131,1996/11/11,2016/05/19,4032.0,2021/06/25,32
576668566716314929,26,8897189253397,789017209,1985/12/02,2021/06/14,5788.9,2022/05/20,21
283629155790048214,60,3126575275590,943502786,1999/10/09,2017/03/27,5440.5,2022/03/08,29
466265133867413988,63,4757250082029,563416489,1995/01/13,2020/07/31,5918.1,2021/07/13,33
769085705082455303,16,0167343682813,879455170,1994/08/06,2021/10/05,2151.3,2021/08/01,30
415082583542478770,53,8484909050872,326777710,1988/08/27,2019/01/11,3624.1,2022/05/01,32
963243293517658796,33,1227952760763,913877766,1995/11/30,2017/05/13,2926.4,2021/11/19,22
233394646029018872,38,3314013571466,044930664,1992/07/04,2018/10/02,2962.3,2022/03/13,36
570094308210721458,38,8044205314407,105596307,1990/06/10,2020/06/08,4263.9,2021/07/26,25
059231757603840378,47,2493976469454,983213175,2001/06/30,2021/07/03,5788.1,2021/12/23,27
857829697106323346,21,6424996210644,635634718,1985/01/25,2021/07/04,5359.8,2022/04/06,27
816069755915437975,22,5364403578307,755442475,2001/04/15,2022/02/21,3605.8,2021/09/22,20
938654445426537750,14,2210481485663,009589140,1994/12/27,2020/06/16,5054.4,2021/11/24,39
959628641220874061,30,4187265547980,879336645,1983/03/08,2016/04/20,4713.9,2022/02/09,29
704706336683101251,50,6291040978771,316975283,1983/01/02,2017/01/11,4764.7,2021/12/25,23
582411199881119131,47,0798617272645,606304145,1980/05/28,2021/06/02,3313.3,2021/12/18,35
309573857633178098,66,1153627487215,992852998,1984/01/08,2017/05/17,4406.7,2021/07/05,24
484075115875197313,14,8846989555892,940170404,1991/07/07,2020/03/29,4362.3,2021/08/01,32
854657424917437250,3,2443226830240,119690415,2002/12/11,2016/02/15,5928.0,2022/04/12,31
271576361995450991,19,7485749873248,188015982,1984/03/12,2016/08/26,5010.0,2021/06/17,21
198735228874159468,11,5913089087036,906916260,1991/02/04,2019/12/23,2923.9,2021/08/18,21
649575864531238541,27,4164740081711,844869597,1983/11/25,2022/04/01,5316.8,2022/03/19,28
622162961107520378,64,8034901900316,543786728,1981/10/06,2017/09/09,3809.4,2021/12/09,34
491816088076895707,66,5076956028181,510379919,2001/08/01,2020/06/01,3685.5,2021/11/12,33
435656274341211384,16,8562591069813,863980156,1997/04/28,2017/01/11,4687.5,2021/11/21,20
651640638701212782,8,5897664362485,577477047,1980/09/27,2022/06/01,4794.0,2021/10/09,41
484038218306268963,12,2673848363360,827569798,1980/07/31,2022/04/26,2675.5,2021/10/08,22
978398581597621919,33,5908432464260,370490183,1993/09/24,2016/04/20,3642.7,2021/10/11,25
788650051786618038,52,8245123560957,571669587,1984/02/29,2018/06/10,4198.8,2022/03/01,24
706498462202289873,35,3700193344960,710506342,1987/04/07,2018/11/29,2017.6,2021/10/08,36
200895188045508215,34,6829392883433,504393011,1994/03/10,2018/06/18,4148.1,2021/11/24,24
952397880661373836,3,9410604633961,926042572,1993/04/11,2017/08/12,3653.2,2022/05/20,21
311016519662801608,31,4836416646977,128983207,1982/05/15,2018/09/11,3069.4,2021/10/10,23
291232045931380088,50,6208019495745,395170295,2001/04/17,2020/02/25,2025.7,2021/08/29,32
273297233363963697,29,7370886508261,330112906,1984/10/01,2016/01/03,2084.6,2021/06/20,34
621613798237720550,28,7367192822524,153842476,1997/05/15,2019/07/30,4771.6,2021/06/29,42
389676984322634700,30,6137593222623,251498144,2000/11/12,2017/11/18,2415.7,2022/02/10,20
225500847928670110,4,1428533770927,783454651,1999/11/09,2021/03/17,2217.0,2022/05/04,39
405183459936575174,47,8432743938034,106854835,1990/11/28,2019/07/10,3505.7,2022/01/31,31
073275327253698272,42,8841502391613,035682346,1986/12/30,2020/11/27,3286.5,2021/07/17,39
000169344749246513,19,9852979727724,255296961,1994/09/24,2019/11/03,5828.4,2021/07/31,39
271688182017545805,37,2979075784660,161611557,2002/01/27,2016/08/27,3485.8,2021/11/10,29
731630775506236503,20,1660129047772,385541255,1986/08/20,2019/05/29,3392.6,2022/04/12,34
386408936468614129,32,0506443496331,388340405,2003/05/29,2020/12/15,3323.6,2022/03/10,28
659890929846675543,3,6876879654229,584200958,1997/04/29,2016/11/14,5609.6,2022/05/07,29
227370716037864721,57,8116544690830,560967720,2003/02/25,2021/04/19,2069.0,2021/08/08,31
792225934381813681,15,4006632526760,201044314,1993/08/13,2022/03/14,4889.4,2021/07/18,24
354195903290595341,34,4267939666186,614777790,1997/04/14,2016/04/17,4852.4,2021/11/03,40
779559268193053794,64,2694517594791,085927654,1984/01/15,2020/04/16,5718.1,2022/06/04,27
634105596386534180,49,4601520518484,099130926,2003/12/23,2018/11/05,2212.0,2022/01/20,30
574328170070379085,66,1813557594004,509538441,2001/05/05,2017/11/14,4889.1,2021/11/21,36
545627132387821594,36,4236150638709,157479111,1983/12/02,2019/10/19,3808.4,2021/10/13,35
205611986999769703,7,4481227650648,463853964,1994/04/11,2020/11/10,2997.2,2022/01/31,24
917175090698670993,19,7653291049671,254997772,1995/06/20,2019/09/03,5420.1,2022/03/28,28
633736485295799413,53,2195964749503,905045921,1997/08/19,2016/06/26,3950.2,2022/05/29,33
236966957253989384,46,8123477562216,696925792,2002/05/08,2020/06/15,5973.6,2022/04/04,38
656088084818394843,6,2304818978972,435641903,1995/09/12,2017/04/24,5360.8,2021/07/12,40
978676238473742689,8,5751832974119,495013427,1980/11/13,2022/06/09,5569.3,2021/09/01,22
359982236585977786,54,5073377264395,958398116,1999/02/17,2016/11/22,5507.4,2021/12/04,30
772776496428848067,43,9258132173481,146880010,1999/03/07,2019/09/17,4498.9,2021/07/02,29
520960943004143036,1,1119145186567,780966298,1991/12/16,2018/08/08,5248.5,2021/07/28,28
516968297703811010,41,1635864027291,677684511,1988/10/27,2016/12/11,5323.0,2021/08/22,36
473676965693169095,57,6742111345124,827214659,1997/01/19,2021/03/25,4763.1,2022/04/07,24
057850743867055772,54,7943080453728,877848288,1987/01/03,2020/07/22,2492.8,2021/06/16,22
306058228853780959,52,9800754538344,584347680,2003/09/13,2016/11/04,3560.9,2021/10/21,33
772908079257679132,45,5999960206121,090714378,1995/03/12,2017/06/05,4911.9,2021/10/23,29
398015196936628986,42,4368063793932,085229047,1984/08/04,2022/06/08,3172.8,2021/09/18,28
114012105930830998,41,0523418098812,492486559,1981/09/30,2021/08/18,2168.6,2021/07/04,34
011139021971642857,22,6327700659457,688685982,2002/01/07,2017/01/25,5930.4,2021/12/24,30
791838501002797129,61,1551864143439,554899173,1980/04/14,2021/07/14,2730.0,2022/04/20,38
054871570806648498,17,5141618576338,266192030,1990/05/17,2019/10/01,3574.6,2021/09/10,21
538252549118106637,4,1395611843038,499831792,1985/06/24,2020/03/20,4289.0,2021/06/30,22
504832723298939354,40,0182525094126,648199482,2000/12/26,2022/03/05,5256.4,2022/04/26,28
890667978656819077,56,3611906501473,412759396,1997/01/03,2020/09/14,3408.7,2022/01/21,25
168001853740316068,49,1171909738737,709436441,2003/12/19,2016/02/19,5459.3,2022/04/18,33
564144755823628265,14,5460526102448,884525721,1996/04/04,2022/03/21,2474.3,2021/12/15,21
568236903049385533,44,3918061714243,714256353,1995/03/16,2020/11/25,2560.0,2022/04/07,38
821100727899172070,4,3162305338905,862637309,1997/12/23,2022/02/01,3692.0,2022/03/11,35
574118798647892085,17,2858439079765,891303853,1996/10/09,2019/06/15,3713.1,2022/03/02,27
927396635915478101,48,2483997951472,675619069,2001/11/06,2018/07/03,5013.4,2022/05/10,21
028593359406282165,3,7532465966456,599744617,1986/03/28,2021/11/20,4193.8,2021/06/25,33
473117850390559692,40,5617044666156,284410211,1993/11/13,2016/02/07,3372.2,2022/04/23,36
612873886605643614,50,3735451734585,082429796,1988/03/27,2022/02/07,5906.8,2021/06/16,34
953750200771646488,42,2148360454654,296204752,1986/10/31,2017/12/06,3287.6,2021/11/23,29
711383920368129977,22,9931540970813,456152858,1984/05/13,2022/05/25,4771.9,2022/06/03,41
385693357867313171,1,5843742304508,587404785,1999/11/23,2019/12/15,2684.6,2022/02/04,39
053817371877845526,59,6900118823597,173788867,1984/09/14,2017/03/30,2011.4,2022/03/28,21
774924669078655355,30,5462067203878,808141180,1991/08/19,2017/01/08,5616.7,2021/12/07,25
112060989156520881,4,7810966907973,840286718,1986/02/10,2019/05/17,5100.6,2021/10/08,27
162835669127625577,51,1361270591676,878323088,1994/07/05,2020/04/05,4560.9,2022/02/23,32
410503764259405323,30,7203535954577,936330886,1982/03/10,2019/12/16,3668.1,2021/07/17,21
044036179387690357,63,5207112060241,976339757,1997/11/28,2018/01/04,2561.8,2021/08/26,24
135780811378216386,22,2855959998048,987718678,2001/02/03,2018/12/18,5062.7,2021/09/10,26
801053766602960204,50,6015433177003,423313128,1999/09/14,2018/03/26,4705.1,2021/08/20,28
